order_date,store_id,canonical_product_id,canonical_product_name,canonical_category,canonical_subcategory,canonical_brand,product_system,product_reconciliation_status,product_reconciled_flag,order_count,order_line_count,units_sold,net_sales,average_discount_pct,discounted_order_line_count,average_net_unit_price
2026-07-18,S005,P1001,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,4,418.64,20.0,1,104.66
2026-07-18,S005,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,381.63,15.0,1,381.63
2026-07-18,S005,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,3,293.91,15.0,1,97.97
2026-07-18,S005,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,4,265.48,10.0,1,66.37
2026-07-18,S005,P1022,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,660.8,15.0,1,330.4
2026-07-18,S005,P1025,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,4,423.64,15.0,1,105.91
2026-07-18,S005,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,2,2,4,459.63,12.5,2,114.91
2026-07-18,S005,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,2,2,5,693.98,10.0,1,138.8
2026-07-18,S005,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,129.61,10.0,1,129.61
2026-07-18,S005,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,364.54,10.0,1,182.27
2026-07-18,S006,P1011,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,1,113.11,15.0,1,113.11
2026-07-18,S006,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,1,73.74,0.0,0,73.74
2026-07-18,S006,P1023,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,1,113.15,20.0,1,113.15
2026-07-18,S006,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,2,181.18,0.0,0,90.59
2026-07-18,S006,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,1,147.73,0.0,0,147.73
2026-07-18,S006,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,4,819.4,15.0,1,204.85
2026-07-18,S006,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,legacy,legacy_original,True,2,2,3,992.97,7.5,1,330.99
2026-07-18,S006,P1046,SwitchbackRover Weekend Patio Heater 245,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,373.48,20.0,1,186.74
2026-07-18,S006,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,2,2,7,527.17,0.0,0,75.31
2026-07-18,S006,P1051,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,339.32,20.0,1,339.32
2026-07-18,S006,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,147.84,0.0,0,147.84
2026-07-18,S006,P1062,SwitchbackRover Wide Trail Shoes 261,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,2,307.24,10.0,1,153.62
2026-07-18,S006,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,2,272.26,5.0,1,136.13
2026-07-18,S006,P1077,FieldRunner Storm Kit Battery Pack 276,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,1,76.12,20.0,1,76.12
2026-07-18,S006,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,228.8,20.0,1,114.4
2026-07-18,S007,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,602.39,5.0,1,602.39
2026-07-18,S007,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,4,495.52,5.0,1,123.88
2026-07-18,S007,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,92.03,0.0,0,92.03
2026-07-18,S007,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,378.92,0.0,0,189.46
2026-07-18,S007,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,1,224.05,15.0,1,224.05
2026-07-18,S007,P1065,SummitRunner Mini Battery Pack 264,emergency,battery pack,Rocky Top Outfitters,legacy,legacy_original,True,1,1,4,451.44,0.0,0,112.86
2026-07-18,S007,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,2,297.4,10.0,1,148.7
2026-07-18,S008,P1008,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,149.17,15.0,1,149.17
2026-07-18,S008,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,3,1491.57,10.0,1,497.19
2026-07-18,S008,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,1,204.67,0.0,0,204.67
2026-07-18,S008,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,602.39,5.0,1,602.39
2026-07-18,S008,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,123.88,5.0,1,123.88
2026-07-18,S008,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,138.82,20.0,1,138.82
2026-07-18,S008,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,2,735.68,0.0,0,367.84
2026-07-18,S008,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,210.84,0.0,0,70.28
2026-07-18,S008,P1054,TrailRover 20oz Tumbler 253,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,56.54,20.0,1,56.54
2026-07-18,S008,P1055,HearthRambler Stormproof Jacket 254,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,2,555.14,0.0,0,277.57
2026-07-18,S008,P1057,PineRunner 4P Tent 256,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,4,1640.68,0.0,0,410.17
2026-07-18,S008,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,583.73,5.0,1,583.73
2026-07-18,S008,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,583.17,15.0,1,583.17
2026-07-19,S001,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,2,100.64,10.0,1,50.32
2026-07-19,S001,P1008,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,351.0,0.0,0,175.5
2026-07-19,S001,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,82.78,15.0,1,82.78
2026-07-19,S001,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,2,2,3,603.78,2.5,1,201.26
2026-07-19,S001,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,306.72,0.0,0,153.36
2026-07-19,S001,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,211.48,0.0,0,211.48
2026-07-19,S001,P1023,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,3,381.9,10.0,1,127.3
2026-07-19,S001,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,244.59,10.0,1,81.53
2026-07-19,S001,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,226.68,10.0,1,113.34
2026-07-19,S001,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,2,2,3,503.23,2.5,1,167.74
2026-07-19,S001,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,134.06,15.0,1,134.06
2026-07-19,S001,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,1,192.8,20.0,1,192.8
2026-07-19,S001,P1051,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,2,763.48,10.0,1,381.74
2026-07-19,S001,P1055,HearthRambler Stormproof Jacket 254,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,3,832.71,0.0,0,277.57
2026-07-19,S001,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,144.01,0.0,0,144.01
2026-07-19,S001,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,614.45,0.0,0,614.45
2026-07-19,S001,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,80.92,0.0,0,80.92
2026-07-19,S001,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,3,470.88,5.0,1,156.96
2026-07-19,S001,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,2,1372.16,0.0,0,686.08
2026-07-19,S002,P1001,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,3,392.46,0.0,0,130.82
2026-07-19,S002,P1012,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,2,2,3,327.69,12.5,2,109.23
2026-07-19,S002,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,3,1554.06,20.0,1,518.02
2026-07-19,S002,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,1,204.85,15.0,1,204.85
2026-07-19,S002,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,2,2,3,210.84,0.0,0,70.28
2026-07-19,S002,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,405.04,0.0,0,202.52
2026-07-19,S002,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,1,134.29,0.0,0,134.29
2026-07-19,S002,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,250.64,0.0,0,125.32
2026-07-19,S002,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,148.7,10.0,1,148.7
2026-07-19,S002,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,286.0,0.0,0,143.0
2026-07-19,S003,P1002,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,2,2,6,1220.58,0.0,0,203.43
2026-07-19,S003,P1004,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,3,329.7,0.0,0,109.9
2026-07-19,S003,P1007,HearthRambler Stormproof Jacket 206,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,2,179.88,20.0,1,89.94
2026-07-19,S003,P1019,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,1,178.99,0.0,0,178.99
2026-07-19,S003,P1022,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,777.42,0.0,0,388.71
2026-07-19,S003,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,2,172.12,5.0,1,86.06
2026-07-19,S003,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,92.03,0.0,0,92.03
2026-07-19,S003,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,3,1942.56,0.0,0,647.52
2026-07-19,S003,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,126.26,0.0,0,126.26
2026-07-19,S003,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,legacy,legacy_original,True,2,2,3,435.8,2.5,1,145.27
2026-07-19,S003,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,91.75,0.0,0,91.75
2026-07-19,S003,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,legacy,legacy_original,True,2,2,4,402.6,7.5,1,100.65
2026-07-19,S003,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,230.5,0.0,0,115.25
2026-07-19,S003,P1044,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,3,510.99,10.0,1,170.33
2026-07-19,S003,P1046,SwitchbackRover Weekend Patio Heater 245,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,4,933.68,0.0,0,233.42
2026-07-19,S003,P1047,MoonRambler Expedition Flashlight 246,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,1,56.9,0.0,0,56.9
2026-07-19,S003,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,2,2,2,140.56,0.0,0,70.28
2026-07-19,S003,P1049,SummitRunner Lightweight Jacket 248,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,188.71,15.0,1,188.71
2026-07-19,S003,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,2,700.04,10.0,1,350.02
2026-07-19,S003,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,146.67,5.0,1,146.67
2026-07-19,S003,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,133.06,10.0,1,133.06
2026-07-19,S003,P1063,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,4,303.68,5.0,1,75.92
2026-07-19,S003,P1066,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,2,2,3,309.4,2.5,1,103.13
2026-07-19,S003,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,548.86,20.0,1,548.86
2026-07-19,S003,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,2,292.7,0.0,0,146.35
2026-07-19,S003,P1079,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,217.78,15.0,1,217.78
2026-07-19,S004,P1005,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,223.08,0.0,0,111.54
2026-07-19,S004,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,219.0,5.0,1,109.5
2026-07-19,S004,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,legacy,legacy_original,True,2,2,2,1077.24,2.5,1,538.62
2026-07-19,S004,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,1,73.74,0.0,0,73.74
2026-07-19,S004,P1022,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,1,310.97,20.0,1,310.97
2026-07-19,S004,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,2,221.68,15.0,1,110.84
2026-07-19,S004,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,113.63,10.0,1,113.63
2026-07-19,S004,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,3,520.59,0.0,0,173.53
2026-07-19,S004,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,1,147.73,0.0,0,147.73
2026-07-19,S004,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,91.75,0.0,0,91.75
2026-07-19,S004,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,2,334.7,15.0,1,167.35
2026-07-19,S004,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,207.46,10.0,1,103.73
2026-07-19,S004,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,388.91,0.0,0,388.91
2026-07-19,S004,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,288.02,0.0,0,144.01
2026-07-19,S004,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,2,474.46,10.0,1,237.23
2026-07-19,S004,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,583.73,5.0,1,583.73
2026-07-19,S004,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,72.83,10.0,1,72.83
2026-07-19,S004,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,1,143.3,0.0,0,143.3
2026-07-19,S004,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,402.87,0.0,0,134.29
2026-07-19,S004,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,2,2,4,444.88,7.5,1,111.22
2026-07-19,S004,P1079,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,243.4,5.0,1,243.4
2026-07-19,S005,P1004,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,2,219.8,0.0,0,109.9
2026-07-19,S005,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,44.73,20.0,1,44.73
2026-07-19,S005,P1007,HearthRambler Stormproof Jacket 206,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,112.42,0.0,0,112.42
2026-07-19,S005,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,4,736.8,10.0,1,184.2
2026-07-19,S005,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,2,2,6,398.18,12.5,2,66.36
2026-07-19,S005,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,2,184.06,0.0,0,92.03
2026-07-19,S005,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,1,119.63,5.0,1,119.63
2026-07-19,S005,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,4,659.4,5.0,1,164.85
2026-07-19,S005,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,126.18,20.0,1,126.18
2026-07-19,S005,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,2,183.5,0.0,0,91.75
2026-07-19,S005,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,4,414.92,10.0,1,103.73
2026-07-19,S005,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,4,576.04,0.0,0,144.01
2026-07-19,S005,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,3,429.9,0.0,0,143.3
2026-07-19,S005,P1077,FieldRunner Storm Kit Battery Pack 276,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,1,95.15,0.0,0,95.15
2026-07-19,S005,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,131.72,10.0,1,131.72
2026-07-19,S006,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,50.32,10.0,1,50.32
2026-07-19,S006,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,4,311.64,20.0,1,77.91
2026-07-19,S006,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,2,140.1,5.0,1,70.05
2026-07-19,S006,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,92.03,0.0,0,92.03
2026-07-19,S006,P1032,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,388.16,0.0,0,194.08
2026-07-19,S006,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,1,147.73,0.0,0,147.73
2026-07-19,S006,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,4,367.0,0.0,0,91.75
2026-07-19,S006,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,1,187.04,5.0,1,187.04
2026-07-19,S006,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,3,261.15,20.0,1,87.05
2026-07-19,S006,P1044,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,189.25,0.0,0,189.25
2026-07-19,S006,P1055,HearthRambler Stormproof Jacket 254,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,4,1110.28,0.0,0,277.57
2026-07-19,S006,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,1,263.59,0.0,0,263.59
2026-07-19,S006,P1066,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,1,104.88,0.0,0,104.88
2026-07-19,S006,P1067,CreekRambler Alpine Jacket 266,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,2,533.96,0.0,0,266.98
2026-07-19,S006,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,3,206.34,15.0,1,68.78
2026-07-19,S006,P1069,EmberRunner Basecamp Tent 268,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,3,769.08,0.0,0,256.36
2026-07-19,S006,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,402.87,0.0,0,134.29
2026-07-19,S006,P1074,VistaRover Mid Trail Shoes 273,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,191.7,0.0,0,191.7
2026-07-19,S006,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,583.17,15.0,1,583.17
2026-07-19,S006,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,143.0,0.0,0,143.0
2026-07-19,S007,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,448.98,0.0,0,448.98
2026-07-19,S007,P1005,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,4,423.84,5.0,1,105.96
2026-07-19,S007,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,230.52,0.0,0,115.26
2026-07-19,S007,P1012,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,2,234.96,5.0,1,117.48
2026-07-19,S007,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,2,368.4,10.0,1,184.2
2026-07-19,S007,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,1,153.5,20.0,1,153.5
2026-07-19,S007,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,2,1141.36,10.0,1,570.68
2026-07-19,S007,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,3,570.99,10.0,1,190.33
2026-07-19,S007,P1023,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,1,127.3,10.0,1,127.3
2026-07-19,S007,P1025,PineRunner Lightweight Jacket 224,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,249.2,0.0,0,124.6
2026-07-19,S007,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,4,417.28,20.0,1,104.32
2026-07-19,S007,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,2,347.06,0.0,0,173.53
2026-07-19,S007,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,126.18,20.0,1,126.18
2026-07-19,S007,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,4,787.52,0.0,0,196.88
2026-07-19,S007,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,legacy,legacy_original,True,3,3,4,1452.97,1.67,1,363.24
