order_id,order_date,store_id,product_id,quantity,unit_price,discount_pct,sales_channel,loyalty_member,new_product_id,product_system,source_file,source_folder_date,proposed_legacy_product_id,match_status,match_score,review_note,source_product_id,product_reconciliation_status,product_reconciled_flag,canonical_product_id,legacy_product_name,legacy_category,legacy_subcategory,legacy_brand,new_product_name,new_category,new_subcategory,new_brand,canonical_product_name,canonical_category,canonical_subcategory,canonical_brand
20260714-0120,2026-07-14,S002,P1013,1,97.39,0,in_store,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1013,legacy_original,True,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,,,,,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works
20260714-0121,2026-07-14,S002,P1034,2,168.86,0,in_store,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1034,legacy_original,True,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,,,,,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember
20260714-0122,2026-07-14,S004,P1053,1,86.82,20,in_store,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1053,legacy_original,True,P1053,EmberRunner Storm Kit Battery Pack 252,emergency,battery pack,Blue Ridge Works,,,,,EmberRunner Storm Kit Battery Pack 252,emergency,battery pack,Blue Ridge Works
20260714-0123,2026-07-14,S003,P1031,1,164.85,5,in_store,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1031,legacy_original,True,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,,,,,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply
20260714-0124,2026-07-14,S004,P1076,2,686.08,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1076,legacy_original,True,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile
20260714-0125,2026-07-14,S003,P1079,3,217.78,15,in_store,N,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1079,legacy_original,True,P1079,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply,,,,,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply
20260714-0126,2026-07-14,S004,P1070,2,182.27,10,pickup,Y,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1070,legacy_original,True,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,,,,,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch
20260714-0127,2026-07-14,S005,P1080,3,143.0,0,pickup,N,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1080,legacy_original,True,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge
20260714-0128,2026-07-14,S005,P1003,1,359.18,20,ship_from_store,N,,legacy,data/raw/orders/2026-07-14/orders.csv,2026-07-14,,,,,P1003,legacy_original,True,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,,,,,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline
20260715-0001,2026-07-15,S002,P1063,4,63.94,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1063,legacy_original,True,P1063,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply
20260715-0002,2026-07-15,S006,P1030,1,126.26,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1030,legacy_original,True,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch
20260715-0003,2026-07-15,S002,P1027,1,73.62,20,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1027,legacy_original,True,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline
20260715-0004,2026-07-15,S008,P1001,3,130.82,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1001,legacy_original,True,P1001,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters,,,,,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters
20260715-0005,2026-07-15,S001,P1013,1,97.39,0,ship_from_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1013,legacy_original,True,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,,,,,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works
20260715-0006,2026-07-15,S008,P1058,1,263.59,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
20260715-0007,2026-07-15,S002,P1026,3,104.32,20,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1026,legacy_original,True,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,,,,,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember
20260715-0008,2026-07-15,S003,P1052,1,369.46,5,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1052,legacy_original,True,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,,,,,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile
20260715-0009,2026-07-15,S001,P1029,3,125.93,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1029,legacy_original,True,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,,,,,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works
20260715-0010,2026-07-15,S002,P1029,1,125.93,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1029,legacy_original,True,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,,,,,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works
20260715-0011,2026-07-15,S002,P1024,2,86.06,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1024,legacy_original,True,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,,,,,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge
20260715-0012,2026-07-15,S001,P1020,1,211.48,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1020,legacy_original,True,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,,,,,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile
20260715-0013,2026-07-15,S005,P1037,2,82.58,10,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1037,legacy_original,True,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,,,,,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works
20260715-0014,2026-07-15,S001,P1006,3,53.11,5,pickup,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1006,legacy_original,True,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,,,,,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch
20260715-0015,2026-07-15,S006,P1052,2,330.57,15,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1052,legacy_original,True,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,,,,,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile
20260715-0016,2026-07-15,S005,P1078,1,139.03,5,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1078,legacy_original,True,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch
20260715-0017,2026-07-15,S006,P1073,2,112.79,10,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1073,legacy_original,True,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,,,,,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters
20260715-0018,2026-07-15,S002,P1030,4,113.63,10,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1030,legacy_original,True,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch
20260715-0019,2026-07-15,S002,P1040,3,108.81,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1040,legacy_original,True,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,,,,,CanyonNomad XL Cooler 239,patio,cooler,TrailForge
20260715-0020,2026-07-15,S007,P1041,1,51.87,5,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1041,legacy_original,True,P1041,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters,,,,,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters
20260715-0021,2026-07-15,S002,P1020,2,211.48,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1020,legacy_original,True,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,,,,,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile
20260715-0022,2026-07-15,S008,P1061,1,118.27,20,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1061,legacy_original,True,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,,,,,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works
20260715-0023,2026-07-15,S008,P1006,1,55.91,0,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1006,legacy_original,True,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,,,,,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch
20260715-0024,2026-07-15,S007,P1078,1,146.35,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1078,legacy_original,True,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch
20260715-0025,2026-07-15,S008,P1043,1,228.95,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1043,legacy_original,True,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,,,,,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline
20260715-0026,2026-07-15,S007,P1035,1,125.57,15,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1035,legacy_original,True,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,,,,,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline
20260715-0027,2026-07-15,S004,P1031,4,173.53,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1031,legacy_original,True,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,,,,,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply
20260715-0028,2026-07-15,S005,P1068,4,64.74,20,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1068,legacy_original,True,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,,,,,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile
20260715-0029,2026-07-15,S005,P1065,2,90.29,20,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1065,legacy_original,True,P1065,SummitRunner Mini Battery Pack 264,emergency,battery pack,Rocky Top Outfitters,,,,,SummitRunner Mini Battery Pack 264,emergency,battery pack,Rocky Top Outfitters
20260715-0030,2026-07-15,S001,P1042,1,115.25,0,ship_from_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1042,legacy_original,True,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,,,,,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember
20260715-0031,2026-07-15,S003,P1058,1,250.41,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
20260715-0032,2026-07-15,S002,P1011,1,126.42,5,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1011,legacy_original,True,P1011,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline,,,,,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline
20260715-0033,2026-07-15,S006,P1024,1,90.59,0,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1024,legacy_original,True,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,,,,,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge
20260715-0034,2026-07-15,S004,P1015,4,191.87,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1015,legacy_original,True,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply
20260715-0035,2026-07-15,S006,P1049,1,210.91,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1049,legacy_original,True,P1049,SummitRunner Lightweight Jacket 248,outerwear,rain shell,Rocky Top Outfitters,,,,,SummitRunner Lightweight Jacket 248,outerwear,rain shell,Rocky Top Outfitters
20260715-0036,2026-07-15,S008,P1043,1,241.0,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1043,legacy_original,True,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,,,,,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline
20260715-0037,2026-07-15,S002,P1009,4,115.26,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1009,legacy_original,True,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,,,,,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters
20260715-0038,2026-07-15,S002,P1056,1,136.81,5,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1056,legacy_original,True,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,,,,,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge
20260715-0039,2026-07-15,S003,P1047,2,56.9,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1047,legacy_original,True,P1047,MoonRambler Expedition Flashlight 246,emergency,flashlight,Switchback Supply,,,,,MoonRambler Expedition Flashlight 246,emergency,flashlight,Switchback Supply
20260715-0040,2026-07-15,S002,P1035,2,118.18,20,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1035,legacy_original,True,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,,,,,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline
20260715-0041,2026-07-15,S002,P1052,2,388.91,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1052,legacy_original,True,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,,,,,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile
20260715-0042,2026-07-15,S004,P1033,1,170.51,10,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1033,legacy_original,True,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,,,,,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters
20260715-0043,2026-07-15,S006,P1033,2,151.57,20,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1033,legacy_original,True,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,,,,,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters
20260715-0044,2026-07-15,S007,P1045,1,330.99,5,ship_from_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1045,legacy_original,True,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,,,,,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works
20260715-0045,2026-07-15,S008,P1019,1,178.99,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1019,legacy_original,True,P1019,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline,,,,,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline
20260715-0046,2026-07-15,S002,P1076,1,583.17,15,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1076,legacy_original,True,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,,,,,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile
20260715-0047,2026-07-15,S003,P1041,2,54.6,0,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1041,legacy_original,True,P1041,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters,,,,,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters
20260715-0048,2026-07-15,S006,P1040,2,97.93,10,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1040,legacy_original,True,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,,,,,CanyonNomad XL Cooler 239,patio,cooler,TrailForge
20260715-0049,2026-07-15,S002,P1018,3,153.36,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1018,legacy_original,True,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,,,,,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember
20260715-0050,2026-07-15,S005,P1015,2,153.5,20,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1015,legacy_original,True,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply
20260715-0051,2026-07-15,S005,P1005,1,111.54,0,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1005,legacy_original,True,P1005,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works,,,,,EmberRunner Storm Kit Battery Pack 204,emergency,battery pack,Blue Ridge Works
20260715-0052,2026-07-15,S008,P1019,2,178.99,0,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1019,legacy_original,True,P1019,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline,,,,,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline
20260715-0053,2026-07-15,S002,P1045,2,330.99,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1045,legacy_original,True,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,,,,,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works
20260715-0054,2026-07-15,S007,P1050,3,64.01,15,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1050,legacy_original,True,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,,,,,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember
20260715-0055,2026-07-15,S001,P1056,2,122.41,15,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1056,legacy_original,True,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,,,,,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge
20260715-0056,2026-07-15,S006,P1071,4,114.64,20,pickup,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1071,legacy_original,True,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,,,,,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply
20260715-0057,2026-07-15,S003,P1034,2,168.86,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1034,legacy_original,True,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,,,,,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember
20260715-0058,2026-07-15,S007,P1036,1,157.72,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1036,legacy_original,True,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,,,,,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile
20260715-0059,2026-07-15,S006,P1077,3,90.39,5,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1077,legacy_original,True,P1077,FieldRunner Storm Kit Battery Pack 276,emergency,battery pack,Blue Ridge Works,,,,,FieldRunner Storm Kit Battery Pack 276,emergency,battery pack,Blue Ridge Works
20260715-0060,2026-07-15,S006,P1058,1,263.59,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
20260715-0061,2026-07-15,S007,P1001,1,104.66,20,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1001,legacy_original,True,P1001,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters,,,,,SummitRunner Lightweight Jacket 200,outerwear,rain shell,Rocky Top Outfitters
20260715-0062,2026-07-15,S005,P1030,4,107.32,15,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1030,legacy_original,True,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,,,,,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch
20260715-0063,2026-07-15,S007,P1040,1,92.49,15,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1040,legacy_original,True,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,,,,,CanyonNomad XL Cooler 239,patio,cooler,TrailForge
20260715-0064,2026-07-15,S006,P1064,4,614.45,0,ship_from_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1064,legacy_original,True,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,,,,,PeakNomad XL Cooler 263,patio,cooler,TrailForge
20260715-0065,2026-07-15,S003,P1015,1,153.5,20,in_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1015,legacy_original,True,P1015,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply,,,,,MoonRambler Ultralight Camp Chair 214,camping,camp chair,Switchback Supply
20260715-0066,2026-07-15,S002,P1027,4,78.23,15,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1027,legacy_original,True,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline
20260715-0067,2026-07-15,S001,P1080,3,143.0,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1080,legacy_original,True,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,,,,,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge
20260715-0068,2026-07-15,S005,P1006,1,50.32,10,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1006,legacy_original,True,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,,,,,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch
20260715-0069,2026-07-15,S004,P1027,1,82.83,10,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1027,legacy_original,True,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,,,,,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline
20260715-0070,2026-07-15,S008,P1023,1,134.37,5,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1023,legacy_original,True,P1023,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply,,,,,HearthRambler Expedition Flashlight 222,emergency,flashlight,Switchback Supply
20260715-0071,2026-07-15,S007,P1072,1,134.29,0,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1072,legacy_original,True,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,,,,,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge
20260715-0072,2026-07-15,S005,P1020,2,179.76,15,in_store,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1020,legacy_original,True,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,,,,,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile
20260715-0073,2026-07-15,S007,P1054,2,63.61,10,ship_from_store,N,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1054,legacy_original,True,P1054,TrailRover 20oz Tumbler 253,hydration,insulated tumbler,Summit Finch,,,,,TrailRover 20oz Tumbler 253,hydration,insulated tumbler,Summit Finch
20260715-0074,2026-07-15,S004,P1011,1,133.07,0,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1011,legacy_original,True,P1011,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline,,,,,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline
20260715-0075,2026-07-15,S003,P1058,1,224.05,15,pickup,Y,,legacy,data/raw/orders/2026-07-15/orders.csv,2026-07-15,,,,,P1058,legacy_original,True,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,,,,,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember
