order_id,order_date,store_id,product_id,new_product_id,canonical_product_id,canonical_product_name,quantity,unit_price,discount_pct,net_sales,sales_channel,loyalty_member
20260718-0009,2026-07-18,S004,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,2,92.03,0,184.06,in_store,Y
20260718-0010,2026-07-18,S004,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,110.84,15,110.84,in_store,N
20260718-0011,2026-07-18,S004,P1052,,NP5052,Storm Nomad Compact Cooler 251,4,388.91,0,1555.64,in_store,Y
20260718-0012,2026-07-18,S006,P1071,,P1071,HearthRambler Expedition Flashlight 270,2,136.13,5,272.26,in_store,N
20260718-0013,2026-07-18,S008,P1057,,NP5057,PineRunner 4P Tent 256 Pro,4,410.17,0,1640.68,in_store,Y
20260718-0014,2026-07-18,S006,P1043,,NP5043,BoulderRambler Alpine Jacket 242,4,204.85,15,819.4,in_store,Y
20260718-0015,2026-07-18,S001,P1019,,NP5019,CreekRambler Alpine Jacket 218,1,143.19,20,143.19,in_store,Y
20260718-0016,2026-07-18,S006,P1051,,NP5051,CreekRambler 2P Camp Chair 250,1,339.32,20,339.32,pickup,N
20260718-0017,2026-07-18,S005,P1003,,NP5003,CreekRambler 2P Camp Chair 202,1,381.63,15,381.63,ship_from_store,Y
20260718-0018,2026-07-18,S005,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,2,157.72,0,315.44,in_store,Y
20260718-0019,2026-07-18,S002,P1006,,NP5006,Trail Rover 20oz Tumbler 205,1,55.91,0,55.91,in_store,N
20260718-0020,2026-07-18,S001,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,2,144.01,0,288.02,in_store,Y
20260718-0021,2026-07-18,S005,P1022,,NP5022,Trail Rover Weekend Patio Heater 221,2,330.4,15,660.8,in_store,N
20260718-0022,2026-07-18,S002,P1072,,NP5070,FieldPacer Insulated Tumbler,1,134.29,0,134.29,pickup,Y
20260718-0023,2026-07-18,S005,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,1,129.61,10,129.61,in_store,N
20260718-0024,2026-07-18,S006,P1046,,NP5046,SwitchbackRover Weekend Patio Heater 245,2,186.74,20,373.48,in_store,Y
20260718-0025,2026-07-18,S006,P1021,,NP5021,EmberRunner Basecamp Tent 220,1,73.74,0,73.74,pickup,Y
20260718-0026,2026-07-18,S004,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,2,140.34,5,280.68,ship_from_store,Y
20260718-0027,2026-07-18,S004,P1003,,NP5003,CreekRambler 2P Camp Chair 202,4,381.63,15,1526.52,pickup,N
20260718-0028,2026-07-18,S004,P1003,,NP5003,CreekRambler 2P Camp Chair 202,2,448.98,0,897.96,in_store,Y
20260718-0029,2026-07-18,S008,P1048,,NP5048,PeakNomad Travel Tumbler 247,3,70.28,0,210.84,in_store,N
20260718-0030,2026-07-18,S007,P1075,,P1075,BoulderRambler 2P Camp Chair 274,2,148.7,10,297.4,ship_from_store,Y
20260718-0031,2026-07-18,S008,P1031,,NP5031,MoonRambler Storm proof Jacket 230,1,138.82,20,138.82,in_store,N
20260718-0032,2026-07-18,S004,P1073,,P1073,PineRunner Lightweight Jacket 272,1,119.05,5,119.05,in_store,Y
20260718-0033,2026-07-18,S005,P1009,,NP5009,PineRunner 4P Tent 208,3,97.97,15,293.91,in_store,Y
20260718-0034,2026-07-18,S007,P1026,,NP5026,VistaRover Mid Trail Shoes 225,4,123.88,5,495.52,pickup,Y
20260718-0035,2026-07-18,S005,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,3,126.18,20,378.54,pickup,Y
20260718-0036,2026-07-18,S005,P1070,,NP5069,BoulderNomad Patio Heater,2,182.27,10,364.54,pickup,N
20260718-0037,2026-07-18,S007,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,224.05,15,224.05,pickup,N
20260718-0038,2026-07-18,S003,P1080,,NP5080,PeakNomad Trail Shoes Alt,2,128.7,10,257.4,ship_from_store,Y
20260718-0039,2026-07-18,S002,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,1,183.09,10,183.09,ship_from_store,Y
20260718-0040,2026-07-18,S004,P1049,,NP5049,SummitRunner Lightweight Jacket 248,4,222.01,0,888.04,ship_from_store,N
20260718-0041,2026-07-18,S002,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,1,204.67,0,204.67,in_store,N
20260718-0042,2026-07-18,S001,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,1,253.63,5,253.63,in_store,Y
20260718-0043,2026-07-18,S003,P1049,,NP5049,SummitRunner Lightweight Jacket 248,2,222.01,0,444.02,ship_from_store,N
20260718-0044,2026-07-18,S003,P1059,,NP5059,BoulderRambler Rechargeable Flashlight 258 Pro,1,100.22,5,100.22,in_store,Y
20260718-0045,2026-07-18,S003,P1055,,NP5055,HearthRambler Storm proof Jacket 254,2,263.69,5,527.38,in_store,N
20260718-0046,2026-07-18,S005,P1029,,NP5029,FieldRunner Storm Kit Battery Pack 228,3,119.63,5,358.89,in_store,Y
20260718-0047,2026-07-18,S006,P1024,,NP5024,CanyonNomad Travel Tumbler 223,2,90.59,0,181.18,pickup,Y
20260718-0048,2026-07-18,S003,P1045,,NP5045,FieldRunner Basecamp Tent 244,1,348.41,0,348.41,ship_from_store,N
20260718-0049,2026-07-18,S006,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,1,147.73,0,147.73,pickup,Y
20260718-0050,2026-07-18,S004,P1071,,P1071,HearthRambler Expedition Flashlight 270,2,128.97,10,257.94,in_store,Y
20260718-0051,2026-07-18,S007,P1065,,NP5065,SummitRunner Mini Battery Pack 264 Pro,4,112.86,0,451.44,in_store,Y
20260718-0052,2026-07-18,S001,P1046,,NP5046,SwitchbackRover Weekend Patio Heater 245,4,210.08,10,840.32,in_store,Y
20260718-0053,2026-07-18,S002,P1069,,P1069,EmberRunner Basecamp Tent 268,2,230.72,10,461.44,in_store,N
20260718-0054,2026-07-18,S008,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,1,204.67,0,204.67,pickup,N
20260718-0055,2026-07-18,S004,P1064,,NP5064,PeakNomad-XL-Cooler-263,2,583.73,5,1167.46,in_store,Y
20260718-0056,2026-07-18,S002,P1028,,NP5028,CloudNomad Compact Cooler 227,1,647.52,0,647.52,pickup,Y
20260718-0057,2026-07-18,S002,P1021,,NP5021,EmberRunner Basecamp Tent 220,1,73.74,0,73.74,pickup,N
20260718-0058,2026-07-18,S008,P1010,,NP5010,VistaRover Deluxe Patio Heater 209,3,497.19,10,1491.57,ship_from_store,Y
20260718-0059,2026-07-18,S007,P1033,,NP5033,SummitRunner 4P Tent 232,2,189.46,0,378.92,in_store,N
20260718-0060,2026-07-18,S006,P1045,,NP5045,FieldRunner Basecamp Tent 244,2,348.41,0,696.82,in_store,Y
20260718-0061,2026-07-18,S004,P1066,,NP5066,RidgeRover-Trail-Tumbler-265,4,99.64,5,398.56,pickup,Y
20260718-0062,2026-07-18,S008,P1039,,NP5039,HearthRambler Ultralight Camp Chair 238,2,367.84,0,735.68,pickup,Y
20260718-0063,2026-07-18,S003,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,2,240.28,10,480.56,in_store,Y
20260718-0064,2026-07-18,S003,P1071,,P1071,HearthRambler Expedition Flashlight 270,1,136.13,5,136.13,in_store,Y
20260718-0065,2026-07-18,S002,P1044,,NP5044,CloudNomad Approach Trail Shoes 243,2,189.25,0,378.5,in_store,Y
20260718-0066,2026-07-18,S001,P1070,,NP5069,BoulderNomad Patio Heater,3,172.14,15,516.42,pickup,Y
20260718-0067,2026-07-18,S004,P1018,,NP5018,RidgeRover Trail Tumbler 217,3,138.02,10,414.06,ship_from_store,Y
20260718-0068,2026-07-18,S003,P1028,,NP5028,CloudNomad Compact Cooler 227,4,647.52,0,2590.08,pickup,N
20260718-0069,2026-07-18,S002,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,1,129.61,10,129.61,ship_from_store,Y
20260718-0070,2026-07-18,S006,P1011,,NP5011,BoulderRambler Rechargeable Flashlight 210,1,113.11,15,113.11,in_store,Y
20260718-0071,2026-07-18,S006,P1077,,NP5077,FieldRunner Battery Pack Alt,1,76.12,20,76.12,in_store,Y
20260718-0072,2026-07-18,S008,P1064,,NP5064,PeakNomad-XL-Cooler-263,1,583.73,5,583.73,in_store,N
20260718-0073,2026-07-18,S004,P1041,,NP5041,PineRunner Mini Battery Pack 240,1,46.41,15,46.41,ship_from_store,Y
20260718-0074,2026-07-18,S006,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,4,75.31,0,301.24,pickup,Y
20260718-0075,2026-07-18,S005,P1021,,NP5021,EmberRunner Basecamp Tent 220,4,66.37,10,265.48,in_store,Y
20260718-0076,2026-07-18,S008,P1054,,NP5054,Trail Rover 20oz Tumbler 253,1,56.54,20,56.54,in_store,Y
20260718-0077,2026-07-18,S001,P1065,,NP5065,SummitRunner Mini Battery Pack 264 Pro,1,107.22,5,107.22,in_store,Y
20260718-0078,2026-07-18,S002,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,2,162.74,20,325.48,in_store,N
20260718-0079,2026-07-18,S006,P1050,,NP5050,RidgeRover Mid Trail Shoes 249,3,75.31,0,225.93,pickup,N
20260718-0080,2026-07-18,S001,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,1,204.67,0,204.67,in_store,Y
20260718-0081,2026-07-18,S002,P1055,,NP5055,HearthRambler Storm proof Jacket 254,2,222.06,20,444.12,in_store,Y
20260718-0082,2026-07-18,S005,P1001,,NP5001,SummitRunner Lightweight Jacket 200,4,104.66,20,418.64,in_store,Y
20260718-0083,2026-07-18,S004,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,3,154.39,0,463.17,in_store,Y
20260718-0084,2026-07-18,S003,P1006,,NP5006,Trail Rover 20oz Tumbler 205,1,55.91,0,55.91,in_store,Y
20260718-0085,2026-07-18,S003,P1024,,NP5024,CanyonNomad Travel Tumbler 223,2,90.59,0,181.18,ship_from_store,N
20260718-0086,2026-07-18,S003,P1037,,NP5037,EmberRunner Packable Jacket 236,3,77.99,15,233.97,ship_from_store,N
20260718-0087,2026-07-18,S003,P1015,,NP5015,MoonRambler Ultralight Camp Chair 214,2,163.09,15,326.18,in_store,Y
20260718-0088,2026-07-18,S008,P1016,,NP5016,PeakNomad XL Cooler 215,1,602.39,5,602.39,in_store,Y
20260718-0089,2026-07-18,S003,P1080,,NP5080,PeakNomad Trail Shoes Alt,1,114.4,20,114.4,in_store,Y
20260718-0090,2026-07-18,S004,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,1,154.39,0,154.39,in_store,N
20260718-0091,2026-07-18,S008,P1008,,NP5008,CanyonNomad Waterproof Trail Shoes 207,1,149.17,15,149.17,ship_from_store,N
20260718-0092,2026-07-18,S005,P1025,,NP5025,PineRunner Lightweight Jacket 224,4,105.91,15,423.64,in_store,N
20260718-0093,2026-07-18,S004,P1054,,NP5054,Trail Rover 20oz Tumbler 253,1,60.08,15,60.08,in_store,Y
20260718-0094,2026-07-18,S006,P1023,,NP5023,HearthRambler Expedition Flashlight 222,1,113.15,20,113.15,in_store,Y
20260718-0095,2026-07-18,S002,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,2,115.21,20,230.42,in_store,Y
20260718-0096,2026-07-18,S006,P1080,,NP5080,PeakNomad Trail Shoes Alt,2,114.4,20,228.8,pickup,Y
20260718-0097,2026-07-18,S006,P1062,,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,2,153.62,10,307.24,in_store,N
20260718-0098,2026-07-18,S008,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,123.88,5,123.88,pickup,N
20260718-0099,2026-07-18,S005,P1029,,NP5029,FieldRunner Storm Kit Battery Pack 228,1,100.74,20,100.74,pickup,Y
20260718-0100,2026-07-18,S003,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,1,136.81,5,136.81,in_store,Y
20260718-0101,2026-07-18,S006,P1061,,NP5061,FieldRunner Packable Jacket 260 Pro,1,147.84,0,147.84,in_store,Y
20260718-0102,2026-07-18,S004,P1055,,NP5055,HearthRambler Storm proof Jacket 254,4,263.69,5,1054.76,in_store,Y
20260718-0103,2026-07-18,S008,P1076,,NP5072,SummitRover Cooler,1,583.17,15,583.17,in_store,Y
20260718-0104,2026-07-18,S008,P1055,,NP5055,HearthRambler Storm proof Jacket 254,2,277.57,0,555.14,ship_from_store,Y
20260718-0105,2026-07-18,S004,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,2,144.01,0,288.02,pickup,Y
20260718-0106,2026-07-18,S007,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,1,92.03,0,92.03,pickup,N
20260719-0001,2026-07-19,S007,P1073,,P1073,PineRunner Lightweight Jacket 272,1,100.26,20,100.26,ship_from_store,Y
20260719-0002,2026-07-19,S006,P1076,,NP5072,SummitRover Cooler,1,583.17,15,583.17,in_store,Y
20260719-0003,2026-07-19,S006,P1037,,NP5037,EmberRunner Packable Jacket 236,4,91.75,0,367.0,in_store,Y
20260719-0004,2026-07-19,S001,P1055,,NP5055,HearthRambler Storm proof Jacket 254,3,277.57,0,832.71,in_store,Y
20260719-0005,2026-07-19,S003,P1019,,NP5019,CreekRambler Alpine Jacket 218,1,178.99,0,178.99,pickup,Y
20260719-0006,2026-07-19,S001,P1013,,NP5013,FieldRunner Packable Jacket 212,1,82.78,15,82.78,in_store,Y
20260719-0007,2026-07-19,S005,P1006,,NP5006,Trail Rover 20oz Tumbler 205,1,44.73,20,44.73,in_store,Y
20260719-0008,2026-07-19,S008,P1037,,NP5037,EmberRunner Packable Jacket 236,1,73.4,20,73.4,ship_from_store,Y
20260719-0009,2026-07-19,S008,P1005,,NP5005,EmberRunner Storm Kit Battery Pack 204,1,105.96,5,105.96,in_store,Y
20260719-0010,2026-07-19,S006,P1055,,NP5055,HearthRambler Storm proof Jacket 254,4,277.57,0,1110.28,ship_from_store,Y
20260719-0011,2026-07-19,S004,P1009,,NP5009,PineRunner 4P Tent 208,2,109.5,5,219.0,in_store,Y
20260719-0012,2026-07-19,S002,P1075,,P1075,BoulderRambler 2P Camp Chair 274,1,148.7,10,148.7,in_store,Y
20260719-0013,2026-07-19,S007,P1051,,NP5051,CreekRambler 2P Camp Chair 250,2,381.74,10,763.48,in_store,Y
20260719-0014,2026-07-19,S004,P1079,,NP5079,MoonRambler Rain Shell Alt,1,243.4,5,243.4,pickup,Y
20260719-0015,2026-07-19,S005,P1071,,P1071,HearthRambler Expedition Flashlight 270,3,143.3,0,429.9,in_store,Y
20260719-0016,2026-07-19,S003,P1037,,NP5037,EmberRunner Packable Jacket 236,1,91.75,0,91.75,ship_from_store,Y
20260719-0017,2026-07-19,S005,P1021,,NP5021,EmberRunner Basecamp Tent 220,4,70.05,5,280.2,pickup,N
20260719-0018,2026-07-19,S001,P1024,,NP5024,CanyonNomad Travel Tumbler 223,3,81.53,10,244.59,ship_from_store,Y
20260719-0019,2026-07-19,S003,P1007,,NP5007,HearthRambler Storm proof Jacket 206,2,89.94,20,179.88,in_store,Y
20260719-0020,2026-07-19,S005,P1027,,NP5027,BoulderRambler 2P Camp Chair 226,2,92.03,0,184.06,ship_from_store,Y
20260719-0021,2026-07-19,S001,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,1,144.01,0,144.01,pickup,Y
20260719-0022,2026-07-19,S001,P1064,,NP5064,PeakNomad-XL-Cooler-263,1,614.45,0,614.45,in_store,Y
20260719-0023,2026-07-19,S006,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,1,147.73,0,147.73,in_store,N
20260719-0024,2026-07-19,S004,P1010,,NP5010,VistaRover Deluxe Patio Heater 209,1,552.43,0,552.43,in_store,Y
20260719-0025,2026-07-19,S007,P1053,,NP5053,EmberRunner Storm Kit Battery Pack 252,4,97.68,10,390.72,ship_from_store,Y
20260719-0026,2026-07-19,S008,P1065,,NP5065,SummitRunner Mini Battery Pack 264 Pro,1,112.86,0,112.86,in_store,Y
20260719-0027,2026-07-19,S002,P1072,,NP5070,FieldPacer Insulated Tumbler,1,134.29,0,134.29,pickup,Y
20260719-0028,2026-07-19,S007,P1039,,NP5039,HearthRambler Ultralight Camp Chair 238,2,367.84,0,735.68,in_store,Y
20260719-0029,2026-07-19,S008,P1072,,NP5070,FieldPacer Insulated Tumbler,2,134.29,0,268.58,pickup,N
20260719-0030,2026-07-19,S004,P1026,,NP5026,VistaRover Mid Trail Shoes 225,2,110.84,15,221.68,in_store,N
20260719-0031,2026-07-19,S001,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,2,204.67,0,409.34,ship_from_store,Y
20260719-0032,2026-07-19,S001,P1018,,NP5018,RidgeRover Trail Tumbler 217,2,153.36,0,306.72,in_store,Y
20260719-0033,2026-07-19,S005,P1007,,NP5007,HearthRambler Storm proof Jacket 206,1,112.42,0,112.42,ship_from_store,Y
20260719-0034,2026-07-19,S005,P1037,,NP5037,EmberRunner Packable Jacket 236,2,91.75,0,183.5,in_store,Y
20260719-0035,2026-07-19,S005,P1042,,NP5042,VistaRover Trail Tumbler 241,4,103.73,10,414.92,pickup,Y
20260719-0036,2026-07-19,S006,P1006,,NP5006,Trail Rover 20oz Tumbler 205,1,50.32,10,50.32,ship_from_store,N
20260719-0037,2026-07-19,S007,P1012,,NP5012,CloudNomad 32oz Tumbler 211,2,117.48,5,234.96,pickup,Y
20260719-0038,2026-07-19,S001,P1029,,NP5029,FieldRunner Storm Kit Battery Pack 228,2,113.34,10,226.68,in_store,Y
20260719-0039,2026-07-19,S004,P1042,,NP5042,VistaRover Trail Tumbler 241,2,103.73,10,207.46,pickup,Y
20260719-0040,2026-07-19,S003,P1024,,NP5024,CanyonNomad Travel Tumbler 223,2,86.06,5,172.12,ship_from_store,Y
20260719-0041,2026-07-19,S006,P1038,,NP5038,Trail Rover Wide Trail Shoes 237,1,187.04,5,187.04,pickup,Y
20260719-0042,2026-07-19,S004,P1072,,NP5070,FieldPacer Insulated Tumbler,3,134.29,0,402.87,in_store,Y
20260719-0043,2026-07-19,S007,P1025,,NP5025,PineRunner Lightweight Jacket 224,2,124.6,0,249.2,in_store,Y
20260719-0044,2026-07-19,S007,P1055,,NP5055,HearthRambler Storm proof Jacket 254,4,249.81,10,999.24,ship_from_store,Y
20260719-0045,2026-07-19,S008,P1031,,NP5031,MoonRambler Storm proof Jacket 230,2,138.82,20,277.64,in_store,Y
20260719-0046,2026-07-19,S007,P1068,,NP5068,StormNomad-Approach-Trail-Shoes-267,2,64.74,20,129.48,in_store,Y
20260719-0047,2026-07-19,S007,P1071,,P1071,HearthRambler Expedition Flashlight 270,1,136.13,5,136.13,in_store,Y
20260719-0048,2026-07-19,S007,P1015,,NP5015,MoonRambler Ultralight Camp Chair 214,1,153.5,20,153.5,pickup,Y
20260719-0049,2026-07-19,S006,P1040,,NP5040,CanyonNomad XL Cooler 239,3,87.05,20,261.15,ship_from_store,Y
20260719-0050,2026-07-19,S002,P1012,,NP5012,CloudNomad 32oz Tumbler 211,2,111.29,10,222.58,in_store,N
20260719-0051,2026-07-19,S008,P1060,,NP5060,CloudNomad-32oz-Tumbler-259,4,131.23,15,524.92,in_store,Y
20260719-0052,2026-07-19,S007,P1026,,NP5026,VistaRover Mid Trail Shoes 225,4,104.32,20,417.28,pickup,N
20260719-0053,2026-07-19,S008,P1025,,NP5025,PineRunner Lightweight Jacket 224,1,124.6,0,124.6,in_store,Y
20260719-0054,2026-07-19,S004,P1052,,NP5052,Storm Nomad Compact Cooler 251,1,388.91,0,388.91,in_store,Y
20260719-0055,2026-07-19,S002,P1043,,NP5043,BoulderRambler Alpine Jacket 242,1,204.85,15,204.85,in_store,Y
20260719-0056,2026-07-19,S007,P1038,,NP5038,Trail Rover Wide Trail Shoes 237,4,196.88,0,787.52,in_store,Y
20260719-0057,2026-07-19,S004,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,2,144.01,0,288.02,in_store,Y
20260719-0058,2026-07-19,S001,P1068,,NP5068,StormNomad-Approach-Trail-Shoes-267,1,80.92,0,80.92,ship_from_store,Y
20260719-0059,2026-07-19,S002,P1028,,NP5028,CloudNomad Compact Cooler 227,3,518.02,20,1554.06,pickup,Y
20260719-0060,2026-07-19,S003,P1061,,NP5061,FieldRunner Packable Jacket 260 Pro,1,133.06,10,133.06,in_store,Y
20260719-0061,2026-07-19,S001,P1031,,NP5031,MoonRambler Storm proof Jacket 230,2,164.85,5,329.7,in_store,N
20260719-0062,2026-07-19,S008,P1008,,NP5008,CanyonNomad Waterproof Trail Shoes 207,2,157.95,10,315.9,ship_from_store,Y
20260719-0063,2026-07-19,S001,P1023,,NP5023,HearthRambler Expedition Flashlight 222,3,127.3,10,381.9,pickup,N
20260719-0064,2026-07-19,S003,P1079,,NP5079,MoonRambler Rain Shell Alt,1,217.78,15,217.78,in_store,Y
20260719-0065,2026-07-19,S001,P1051,,NP5051,CreekRambler 2P Camp Chair 250,2,381.74,10,763.48,ship_from_store,N
20260719-0066,2026-07-19,S004,P1021,,NP5021,EmberRunner Basecamp Tent 220,1,73.74,0,73.74,in_store,Y
20260719-0067,2026-07-19,S001,P1031,,NP5031,MoonRambler Storm proof Jacket 230,1,173.53,0,173.53,ship_from_store,Y
20260719-0068,2026-07-19,S005,P1077,,NP5077,FieldRunner Battery Pack Alt,1,95.15,0,95.15,pickup,Y
20260719-0069,2026-07-19,S003,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,2,203.43,0,406.86,in_store,N
20260719-0070,2026-07-19,S007,P1016,,NP5016,PeakNomad XL Cooler 215,2,570.68,10,1141.36,in_store,Y
20260719-0071,2026-07-19,S006,P1013,,NP5013,FieldRunner Packable Jacket 212,4,77.91,20,311.64,pickup,Y
20260719-0072,2026-07-19,S007,P1039,,NP5039,HearthRambler Ultralight Camp Chair 238,1,349.45,5,349.45,pickup,Y
20260719-0073,2026-07-19,S004,P1038,,NP5038,Trail Rover Wide Trail Shoes 237,2,167.35,15,334.7,in_store,Y
20260719-0074,2026-07-19,S008,P1072,,NP5070,FieldPacer Insulated Tumbler,1,120.86,10,120.86,in_store,N
20260719-0075,2026-07-19,S002,P1012,,NP5012,CloudNomad 32oz Tumbler 211,1,105.11,15,105.11,pickup,Y
20260719-0076,2026-07-19,S008,P1026,,NP5026,VistaRover Mid Trail Shoes 225,1,130.4,0,130.4,in_store,N
20260719-0077,2026-07-19,S007,P1009,,NP5009,PineRunner 4P Tent 208,2,115.26,0,230.52,in_store,Y
20260719-0078,2026-07-19,S004,P1071,,P1071,HearthRambler Expedition Flashlight 270,1,143.3,0,143.3,pickup,Y
20260719-0079,2026-07-19,S003,P1046,,NP5046,SwitchbackRover Weekend Patio Heater 245,4,233.42,0,933.68,ship_from_store,N
20260719-0080,2026-07-19,S007,P1005,,NP5005,EmberRunner Storm Kit Battery Pack 204,4,105.96,5,423.84,in_store,N
20260719-0081,2026-07-19,S007,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,2,184.2,10,368.4,ship_from_store,Y
20260719-0082,2026-07-19,S006,P1074,,P1074,VistaRover Mid Trail Shoes 273,1,191.7,0,191.7,ship_from_store,Y
20260719-0083,2026-07-19,S003,P1066,,NP5066,RidgeRover-Trail-Tumbler-265,2,104.88,0,209.76,in_store,Y
20260719-0084,2026-07-19,S002,P1048,,NP5048,PeakNomad Travel Tumbler 247,2,70.28,0,140.56,pickup,Y
20260719-0085,2026-07-19,S006,P1069,,P1069,EmberRunner Basecamp Tent 268,3,256.36,0,769.08,in_store,N
20260719-0086,2026-07-19,S003,P1066,,NP5066,RidgeRover-Trail-Tumbler-265,1,99.64,5,99.64,ship_from_store,N
20260719-0087,2026-07-19,S005,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,1,131.72,10,131.72,pickup,Y
20260719-0088,2026-07-19,S004,P1068,,NP5068,StormNomad-Approach-Trail-Shoes-267,1,72.83,10,72.83,in_store,Y
20260719-0089,2026-07-19,S007,P1077,,NP5077,FieldRunner Battery Pack Alt,2,95.15,0,190.3,in_store,Y
20260719-0090,2026-07-19,S006,P1080,,NP5080,PeakNomad Trail Shoes Alt,1,143.0,0,143.0,in_store,Y
20260719-0091,2026-07-19,S005,P1029,,NP5029,FieldRunner Storm Kit Battery Pack 228,1,119.63,5,119.63,ship_from_store,Y
20260719-0092,2026-07-19,S002,P1070,,NP5069,BoulderNomad Patio Heater,2,202.52,0,405.04,in_store,Y
20260719-0093,2026-07-19,S007,P1023,,NP5023,HearthRambler Expedition Flashlight 222,1,127.3,10,127.3,in_store,Y
20260719-0094,2026-07-19,S004,P1030,,NP5030,SwitchbackRover 20oz Tumbler 229,1,113.63,10,113.63,in_store,Y
20260719-0095,2026-07-19,S006,P1067,,NP5067,CreekRambler Alpine Jacket 266 Pro,2,266.98,0,533.96,in_store,Y
20260719-0096,2026-07-19,S003,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,1,140.34,5,140.34,in_store,Y
20260719-0097,2026-07-19,S004,P1010,,NP5010,VistaRover Deluxe Patio Heater 209,1,524.81,5,524.81,pickup,N
20260719-0098,2026-07-19,S008,P1041,,NP5041,PineRunner Mini Battery Pack 240,1,43.68,20,43.68,pickup,Y
20260719-0099,2026-07-19,S004,P1035,,NP5035,CreekRambler Rechargeable Flashlight 234,1,147.73,0,147.73,in_store,N
20260719-0100,2026-07-19,S008,P1037,,NP5037,EmberRunner Packable Jacket 236,2,91.75,0,183.5,in_store,Y
20260719-0101,2026-07-19,S003,P1028,,NP5028,CloudNomad Compact Cooler 227,3,647.52,0,1942.56,in_store,Y
20260719-0102,2026-07-19,S005,P1021,,NP5021,EmberRunner Basecamp Tent 220,2,58.99,20,117.98,ship_from_store,Y
20260719-0103,2026-07-19,S005,P1014,,NP5014,SwitchbackRover Wide Trail Shoes 213,4,184.2,10,736.8,in_store,Y
20260719-0104,2026-07-19,S003,P1040,,NP5040,CanyonNomad XL Cooler 239,2,92.49,15,184.98,pickup,Y
20260719-0105,2026-07-19,S001,P1020,,NP5020,Storm Nomad Approach Trail Shoes 219,1,211.48,0,211.48,in_store,Y
20260719-0106,2026-07-19,S005,P1056,,NP5056,CanyonNomad Waterproof Trail Shoes 255,4,144.01,0,576.04,ship_from_store,N
20260719-0107,2026-07-19,S008,P1001,,NP5001,SummitRunner Lightweight Jacket 200,1,130.82,0,130.82,in_store,Y
20260719-0108,2026-07-19,S006,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,263.59,0,263.59,in_store,N
20260719-0109,2026-07-19,S008,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,134.06,15,134.06,in_store,N
20260719-0110,2026-07-19,S003,P1002,,NP5002,RidgeRover Mid Trail Shoes 201,4,203.43,0,813.72,in_store,N
20260719-0111,2026-07-19,S004,P1064,,NP5064,PeakNomad-XL-Cooler-263,1,583.73,5,583.73,in_store,N
20260719-0112,2026-07-19,S003,P1044,,NP5044,CloudNomad Approach Trail Shoes 243,3,170.33,10,510.99,in_store,N
20260719-0113,2026-07-19,S003,P1040,,NP5040,CanyonNomad XL Cooler 239,2,108.81,0,217.62,ship_from_store,Y
20260719-0114,2026-07-19,S004,P1058,,NP5058,VistaRover-Deluxe-Patio-Heater-257,2,237.23,10,474.46,ship_from_store,N
20260719-0115,2026-07-19,S003,P1078,,NP5078,SwitchbackRover Insulated Tumbler Alt,2,146.35,0,292.7,in_store,Y
20260719-0116,2026-07-19,S003,P1049,,NP5049,SummitRunner Lightweight Jacket 248,1,188.71,15,188.71,in_store,Y
20260719-0117,2026-07-19,S001,P1036,,NP5036,Storm Nomad 32oz Tumbler 235,1,134.06,15,134.06,pickup,Y
